,customerID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,Churn,AgeGroup
1299,4566-QVRRW,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,11,44.05,3200,1,Yes,Middle Age (30–59)
1300,1291-CUOCY,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,110.6,5444,3,No,Middle Age (30–59)
1301,9795-SHUHB,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),66,58.2,5313,3,No,Under 30
1302,3230-IUALN,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,45,81.0,2934,3,No,Middle Age (30–59)
1303,0042-RLHYP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),69,19.7,4131,5,No,Middle Age (30–59)
1304,8519-IMDHU,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),15,85.6,4981,1,Yes,Senior (≥ 60)
1305,4945-RVMTE,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),28,59.55,3354,3,No,Middle Age (30–59)
1306,0201-OAMXR,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),70,115.55,4838,1,Yes,Middle Age (30–59)
1307,1866-NXPSP,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,36,75.55,3235,4,No,Middle Age (30–59)
1308,3372-KWFBM,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,16,86.6,2508,3,Yes,Senior (≥ 60)
1309,7831-QGOXH,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,18,85.2,3326,3,Yes,Under 30
1310,6393-WRYZE,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,34,97.65,3979,2,Yes,Middle Age (30–59)
1311,3941-XTSKM,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),42,45.1,3844,4,No,Middle Age (30–59)
1312,1661-CZBAU,No,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),48,70.95,2667,3,No,Middle Age (30–59)
1313,6599-RCLCJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,47,109.55,5863,2,Yes,Middle Age (30–59)
1314,9831-BPFRI,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,39,89.55,3849,2,Yes,Middle Age (30–59)
1315,5158-RIVOP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),11,20.9,5359,5,No,Middle Age (30–59)
1316,9788-YTFGE,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,7,19.95,3331,3,No,Middle Age (30–59)
1317,9277-JOOMO,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3,24.6,5756,4,No,Under 30
1318,1907-YLNYW,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,8,66.7,4490,3,No,Middle Age (30–59)
1319,1725-MIMXW,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,19.45,5687,2,Yes,Middle Age (30–59)
1320,8947-YRTDV,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,32,94.8,5288,4,No,Middle Age (30–59)
1321,3161-ONRWK,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60,65.85,4053,3,No,Middle Age (30–59)
1322,0114-RSRRW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),10,19.95,3831,4,No,Under 30
1323,4565-NLZBV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71,24.65,4015,4,No,Middle Age (30–59)
1324,0031-PVLZI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4,20.35,4133,1,Yes,Middle Age (30–59)
1325,7206-GZCDC,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.25,4371,2,Yes,Senior (≥ 60)
1326,6682-VCIXC,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),43,51.25,5656,3,No,Middle Age (30–59)
1327,4791-QRGMF,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),59,99.5,6098,3,Yes,Middle Age (30–59)
1328,6475-VHUIZ,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,23,54.25,5140,5,No,Middle Age (30–59)
1329,3910-MRQOY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),72,19.4,5398,3,No,Under 30
1330,0661-WCQNQ,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),22,56.25,3733,4,No,Middle Age (30–59)
1331,7537-RBWEA,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,25.15,3513,5,No,Under 30
1332,4656-CAURT,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),69,23.95,6059,3,No,Middle Age (30–59)
1333,0121-SNYRK,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,50,35.4,5052,3,No,Middle Age (30–59)
1334,1768-ZAIFU,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,25.2,5688,1,Yes,Senior (≥ 60)
1335,4671-LXRDQ,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2,45.0,5704,1,Yes,Middle Age (30–59)
1336,3733-LSYCE,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),15,75.35,4891,5,No,Under 30
1337,6265-FRMTQ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31,20.4,5363,3,No,Middle Age (30–59)
1338,1934-SJVJK,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.15,4103,2,Yes,Middle Age (30–59)
1339,3838-OZURD,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66,105.0,5723,1,Yes,Under 30
1341,9269-CQOOL,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3,54.7,3335,1,Yes,Middle Age (30–59)
1342,2017-CCBLH,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,8,20.0,3087,3,No,Middle Age (30–59)
1343,7690-KPNCU,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),64,73.05,4515,3,No,Under 30
1344,0536-BGFMZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28,20.5,5145,4,No,Under 30
1345,2293-IJWPS,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),57,100.75,6354,3,No,Middle Age (30–59)
1346,2845-HSJCY,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,14,87.25,4786,2,Yes,Middle Age (30–59)
1347,5469-NUJUR,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19,19.95,2831,4,No,Middle Age (30–59)
1348,1184-PJVDB,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,10,79.95,5640,1,Yes,Middle Age (30–59)
1349,2625-TRCZQ,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,51,49.65,5528,3,No,Under 30
1350,4102-HLENU,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,67,65.65,5441,3,No,Middle Age (30–59)
1351,7266-GSSJX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,11,20.45,2606,5,No,Middle Age (30–59)
1352,7722-VJRQD,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,60.95,4147,4,No,Middle Age (30–59)
1353,7073-QETQY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,66,20.35,4845,5,No,Middle Age (30–59)
1354,9415-DPEWS,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,18,88.35,5727,3,Yes,Middle Age (30–59)
1355,5624-RYAMH,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,9,19.5,4283,4,No,Middle Age (30–59)
1356,0196-JTUQI,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),9,75.2,5841,5,No,Middle Age (30–59)
1357,7130-YXBRO,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48,111.45,2319,3,No,Under 30
1358,9272-LSVYH,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,10,70.15,3963,3,No,Under 30
1359,7943-RQCHR,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,9,94.75,2893,2,Yes,Middle Age (30–59)
1360,3793-MMFUH,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,13,95.05,2230,1,Yes,Senior (≥ 60)
1361,3249-ZPQRG,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,4,78.45,5048,1,Yes,Under 30
1362,2568-BRGYX,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,70.2,5094,1,Yes,Middle Age (30–59)
1363,3084-DOWLE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,92.0,6434,3,No,Middle Age (30–59)
1364,1084-MNSMJ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),51,85.5,6261,3,No,Middle Age (30–59)
1365,7721-JXEAW,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59,41.05,4324,2,Yes,Under 30
1366,7249-WBIYX,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,10,85.6,5146,2,Yes,Middle Age (30–59)
1367,4238-HFHSN,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,61,82.15,4250,3,No,Senior (≥ 60)
1368,6250-CGGUN,No,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,54,84.4,4154,3,No,Middle Age (30–59)
1369,5478-JJVZK,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,33,60.9,3009,4,No,Middle Age (30–59)
1370,7596-IIWYC,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27,20.25,5250,3,No,Middle Age (30–59)
1371,6567-HOOPW,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,79.2,4363,3,Yes,Senior (≥ 60)
1372,9793-WECQC,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,23,95.3,5029,3,No,Middle Age (30–59)
1373,4291-HPAXL,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,19.85,4840,3,No,Middle Age (30–59)
1374,8999-YPYBV,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,45,84.35,3403,3,No,Middle Age (30–59)
1375,1839-FBNFR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39,19.85,3032,5,No,Middle Age (30–59)
1376,3164-AALRN,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,5,70.0,2673,2,Yes,Middle Age (30–59)
1377,3071-MVJCD,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72,82.3,4162,3,No,Middle Age (30–59)
1378,1697-BCSHV,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58,66.8,6433,5,No,Middle Age (30–59)
1379,0562-KBDVM,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),70,44.6,4442,3,No,Middle Age (30–59)
1380,1131-SUEKT,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),61,98.45,4000,3,No,Middle Age (30–59)
1381,3717-OEAUQ,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,70.7,2388,4,No,Middle Age (30–59)
1382,4538-WNTMJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,46,24.95,3979,3,No,Middle Age (30–59)
1383,3334-CTHOL,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,49.95,2041,2,Yes,Middle Age (30–59)
1384,4704-ERYFC,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,22,69.25,2159,1,Yes,Under 30
1385,9432-RUVSL,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),48,102.5,3262,3,No,Middle Age (30–59)
1386,8060-HIWJJ,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64,86.55,4934,4,No,Middle Age (30–59)
1387,7684-XSZIY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),72,24.3,5160,4,No,Middle Age (30–59)
1388,9089-UOWJG,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),12,58.35,5068,4,No,Middle Age (30–59)
1389,8621-MNIHH,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,34,94.25,3369,1,Yes,Senior (≥ 60)
1390,8039-ACLPL,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),72,68.75,4505,3,No,Under 30
1391,9885-AIBVB,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,29,85.8,2568,3,No,Middle Age (30–59)
1392,1934-MKPXS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),33,20.1,3636,5,No,Under 30
1393,2592-YKDIF,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.35,5774,3,No,Middle Age (30–59)
1394,2272-JKMSI,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,62,110.8,4306,4,No,Middle Age (30–59)
1395,0471-LVHGK,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,41,73.0,2041,2,Yes,Middle Age (30–59)
1396,9518-RWHZL,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),64,100.05,5452,1,Yes,Middle Age (30–59)
1397,8714-CTZJW,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),4,82.85,3154,3,No,Under 30
1398,3569-EDBPQ,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,24,84.35,2198,3,No,Middle Age (30–59)
1399,3131-NWVFJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,14,19.55,5620,3,No,Middle Age (30–59)
1400,7521-YXVZY,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3,19.95,4430,5,No,Middle Age (30–59)
1401,5419-CONWX,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4,99.8,2268,1,Yes,Senior (≥ 60)
1402,6240-EURKS,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,18,35.0,2649,2,Yes,Under 30
1403,2373-NTKOD,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,8,66.25,3026,5,No,Middle Age (30–59)
1404,1970-KKFWL,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35,23.3,2416,3,No,Middle Age (30–59)
1405,6960-HVYXR,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,76.0,2567,1,Yes,Under 30
1406,9337-SRRNI,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),66,25.3,6019,4,No,Middle Age (30–59)
1407,0895-UADGO,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,8,44.55,5489,3,No,Middle Age (30–59)
1408,5678-VFNEQ,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),71,104.1,4695,4,No,Under 30
1409,5977-CKHON,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43,92.55,3853,3,No,Middle Age (30–59)
1410,7024-OHCCK,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2,93.85,4193,3,Yes,Senior (≥ 60)
1411,2692-BUCFV,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),29,101.45,5285,4,No,Senior (≥ 60)
1412,7861-UVUFT,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,15,84.3,4003,1,Yes,Middle Age (30–59)
1413,1830-GGFNM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),65,94.55,4603,4,No,Middle Age (30–59)
1414,5302-BDJNT,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,35,95.5,3715,3,No,Under 30
1415,5223-UZAVK,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),64,100.3,4986,5,No,Middle Age (30–59)
1416,4859-ZSRDZ,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),58,55.5,4080,3,No,Middle Age (30–59)
1417,5651-WYIPH,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18,49.85,3283,3,No,Senior (≥ 60)
1418,9350-VLHMB,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67,89.55,6111,4,No,Middle Age (30–59)
1419,3498-LZGQZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,63,19.15,6373,5,No,Middle Age (30–59)
1420,8785-CJSHH,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60,99.8,6213,4,No,Under 30
1421,5357-TZHPP,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),9,84.4,5745,2,Yes,Senior (≥ 60)
1422,3870-SPZSI,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),70,113.05,4203,5,No,Middle Age (30–59)
1423,0680-DFNNY,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,15,101.1,2055,2,Yes,Middle Age (30–59)
1424,7560-QRBXH,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,48,19.95,3396,3,No,Middle Age (30–59)
1425,7077-XJMET,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,12,74.15,5426,4,No,Middle Age (30–59)
1426,8752-GHJFU,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,71,92.0,4322,3,No,Senior (≥ 60)
1427,6896-SRVYQ,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,44,73.85,4374,5,No,Senior (≥ 60)
1428,7767-UXAGJ,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,50.45,2928,3,Yes,Middle Age (30–59)
1429,4652-ODEVH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,45,24.45,3586,5,No,Middle Age (30–59)
1430,6510-UPNKS,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23,24.8,4402,3,No,Under 30
1431,6718-BDGHG,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),43,64.85,4000,3,No,Middle Age (30–59)
1432,9046-DQMTP,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35,20.75,5876,3,No,Middle Age (30–59)
1433,6439-LAJXL,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,9,68.95,2452,3,No,Middle Age (30–59)
1434,1571-SAVHK,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,12,99.95,5598,1,Yes,Under 30
1435,9052-VKDUW,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65,109.4,4452,3,No,Senior (≥ 60)
1436,9546-CQJSU,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,2,91.4,5100,1,Yes,Middle Age (30–59)
1437,1666-JZPZT,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,27,49.0,5428,3,No,Middle Age (30–59)
1438,5777-KJIRB,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,40,50.25,2449,5,No,Middle Age (30–59)
1439,0506-LVNGN,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),5,75.55,4028,1,Yes,Senior (≥ 60)
1440,7677-SJJJK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),8,19.9,3152,5,No,Under 30
1441,2480-EJWYP,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),58,97.8,6019,3,No,Senior (≥ 60)
